e1,e2,g12,f_nu12,f_nu23,f_cte1,f_cte2,ar,fiber_massfrac,fiber_density,matrix_modulus,matrix_poisson,matrix_density,m_cte,a11,a22,a12,a13,a23,E1,E2,E3,G12,G13,G23,nu12,nu13,nu23,CTE11,CTE22,CTE33,CTE12,CTE13,CTE23
154328.8828805089,17210.322611033916,40962.48147636652,0.2522021467331797,0.36574429631233213,1.118334072642028e-06,1.3854220390319824e-05,72.76545209530741,0.17205088087357578,1802.1717170719057,1374.7106846421957,0.2984863069467246,1285.7337813824415,9.864705599844456e-05,0.20076481171312766,0.5429074120322815,-0.05429902650656504,0.02707495923888359,-0.04406961831226136,3085.181871471323,7185.972980741593,3613.7612026597285,1660.8812635984652,1285.4792266556972,1888.0036249669597,0.15102890815413567,0.2710671644093419,0.343633227939063,6.3227e-05,1.4316e-05,4.761e-05,-6.22e-06,5.8133e-06,7.2351e-06
110481.02397471666,27051.8710128963,4171.922829002142,0.3644064101856202,0.44799995768815276,1.9670986351557075e-06,1.063357225060463e-05,96.63275953009725,0.12399231353774667,1464.4165069796145,3746.633429080248,0.2876979717798531,941.8378734961152,1.4169137571007015e-05,0.20224396531586694,0.21134196245465026,0.004510833721521871,-0.021142515871526622,-0.04339751062080665,4905.567819475104,4946.821667078902,7398.63865048831,1888.5027949841365,2130.5607635929778,2150.3064186646598,0.3029286239882267,0.21039489820946777,0.21255008656937915,1.3191e-05,1.298e-05,7.2791e-06,3.2573e-07,-7.0411e-08,-1.0224e-07
271067.1133361757,8315.410755574703,25158.759620040655,0.2650054239667952,0.1994132426381111,-1.733185687568039e-06,1.8297629520297054e-05,11.628131952136755,0.3348101821262389,2002.7566115371883,6548.670031130314,0.4109482083469629,1452.7409378439188,8.471365051344037e-05,0.6660215725101336,0.24873079918834465,0.2279198558644267,-0.08123451715438798,-0.13284814723979393,18208.30298616169,9578.544061302682,8586.63918942126,5070.222582771384,4220.299641274531,4135.991397137894,0.3568463219227968,0.39218863801893666,0.4770977011494253,2.6562e-05,6.5382e-05,8.392e-05,1.3457e-05,-3.4396e-05,-2.0549e-05
282964.5110294223,28023.070339113474,16703.876480460167,0.4376052225008607,0.29499322049319743,1.014029629062861e-06,1.2265251010656357e-05,99.31735939905047,0.30210593473166225,1540.0987621862441,6199.085911735892,0.34932046124711635,1132.655824162066,7.639619844034314e-05,0.30449249823665286,0.3680436794534633,-0.05092576378113463,0.07541340073418483,-0.04973866078790061,17131.79489815148,20113.84435907235,18015.42120054767,7162.8106869135445,6905.12360171247,7391.529307413704,0.27001421938976544,0.2955405937880112,0.3070378341412394,3.6986e-05,2.7463e-05,3.3605e-05,-1.0254e-05,5.1839e-06,5.5662e-06
98095.37110850215,6525.0343978405,34970.167741179466,0.22491819602437318,0.15992291714996099,-7.850580164231362e-07,4.679317817091942e-06,7.981264118105173,0.13719997103326023,2015.0749074760824,3253.145644441247,0.3148506212234497,1259.2893797904253,3.7001970503479244e-05,0.34909366312695883,0.3387992600076113,0.0035593776765692584,-0.024799820157498594,0.024872032657586526,4133.08534821244,4111.8421052631575,4050.550874918989,1594.2606616181747,1581.202662745284,1575.3241229382945,0.29358545153957427,0.2973589584624923,0.29691200657894734,2.9832e-05,3.013e-05,3.0962e-05,7.5795e-07,-1.1114e-07,-1.0862e-07
149626.1495165527,41201.849076896906,11883.951682597399,0.32955657369457186,0.24218029223382476,-1.6335589252412321e-06,1.9833866074681282e-05,36.89955248776823,0.2164607387036085,2352.33571017161,1162.352703511715,0.28186961021274326,1003.1833218410611,0.00011706415750086308,0.16661717423044448,0.23645950928162396,-0.07734111226039665,-0.2079639685407006,0.24515091447614262,1633.7199803953604,2148.273861951922,3412.5034125034126,782.2889775483063,908.9256498818397,1095.2302721647227,0.2623754288514949,0.17511844469857868,0.17465896152441515,0.00010923,7.0023e-05,3.1363e-05,4.0178e-05,1.8541e-05,3.2703e-05
231357.20025748014,15605.494856834412,28784.726280719042,0.3077903094701469,0.4327325278148055,1.7117309402674435e-06,1.1232307851314546e-05,69.409428791143,0.25589188947342334,1878.1828957609832,8573.188219219446,0.42730082919821144,1401.6505356878042,5.016244038939476e-05,0.29864527376685823,0.30556519618269945,0.09027400105352563,0.016818899572768223,0.33453167626653735,16560.952585992745,16407.160084660947,19231.139060366546,6178.178672927221,6526.563111865292,6662.225183211193,0.39845651921898545,0.3271119354785287,0.3277658370112717,3.7601e-05,3.8375e-05,2.7862e-05,-3.4487e-08,-8.6163e-06,-1.0394e-05
185360.47586239874,37956.49537444115,39805.16603961587,0.28136791014112533,0.4805715114995837,6.26486387569457e-07,1.6017829284071923e-05,49.030711902305484,0.16456457613967357,2230.9058568440378,2563.575598411262,0.3982781106047332,936.411521025002,1.7117226915434006e-05,0.4249274844409667,0.35464349283875474,-0.16915072686080895,0.05304231532911779,0.1287093130913977,5149.595756733096,4179.553623672991,3833.4738940427815,1860.1190476190477,1547.9876160990711,1649.402916144356,0.37400484062001127,0.39128688397960754,0.43843517512329677,1.0307e-05,1.4011e-05,1.8193e-05,-3.0948e-07,6.6998e-06,4.6011e-06
133168.89102570713,19236.158970743418,22869.5606328547,0.3812475211918354,0.18060863085091117,2.039539874531327e-07,8.916272014379502e-06,56.69082679413259,0.26698579676449297,1398.0701458640397,9984.334482811391,0.25252810437232254,1475.4533004015684,8.76706173736602e-05,0.1991856420015205,0.5716654804090542,-0.15263655260183775,-0.15187487299839228,0.051683352240134824,13621.75121233586,21686.799245299386,14090.063687087866,6958.942240779402,6364.562118126273,7155.123068116772,0.17420857625456332,0.26597831417206996,0.27431632365379194,5.8693e-05,2.9771e-05,5.5437e-05,1.8616e-05,1.3545e-05,1.3959e-05
52020.68383805454,29162.291526794434,23996.055960655212,0.23585313120856882,0.09786595266312362,-1.9335359884426e-06,1.5570544660091403e-05,87.18314481433481,0.3457603074144572,1735.3560565505177,7574.938562698662,0.33081627257168295,1051.8630081787705,5.951994533650577e-05,0.3197166479123166,0.2430265222605907,-0.01622153965549772,-0.12634344966760777,0.029406675238408828,11478.420569329659,11169.939458928133,12231.069362394353,4349.338900487126,4657.444925713753,4477.879276374709,0.3043158861340679,0.28333333333333327,0.27651185130576594,4.2043e-05,4.5882e-05,3.612e-05,6.3749e-06,9.246e-07,9.8664e-07
